start_date,end_date,accuracy,precision,recall,f1,sharpe,max_dd,strat_return,buyhold_return,turnover
2025-07-01,2025-07-31,50.0,42.66,52.14,46.92,-2.1,2.28,-1.67,-0.94,0.25
